id_municipio,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss
2607901,2020,13295776815,2348588592,10947188223,35514153,2072658777,6056583297,2782431996
2607950,2020,100724732,3113268,97611464,8134549,3922555,22870342,62684017
2608008,2020,145029533,6440262,13858927,11165299,480477,39258934,83360267
2608057,2020,13340039,7521668,125878722,11479552,5599487,35117778,73681905
2608107,2020,317215227,20186954,297028273,11396816,56947239,89777991,138906226
2608206,2020,140697262,11230526,129466736,7709555,21292154,28476508,71988519
2608255,2020,123790911,2723425,121067486,37760157,3630051,20917846,58759432
2608305,2020,185917781,9153869,176763912,37250935,27532188,42735962,69244827
2608404,2020,114073759,3783662,110290097,8996318,4047147,26580512,7066612
2608453,2020,273052819,19852969,25319985,7668051,9801345,75297527,91420469
2608503,2020,318580991,23438057,295142935,23228006,74835664,85717031,111362233
2608602,2020,130522467,4274942,126247525,34237279,3714437,24081157,64214652
2608701,2020,115585537,3633741,111951796,14645612,4889635,2373797,6867858
2608750,2020,380782731,24788828,355993902,128207938,21831521,90439182,115515261
2608800,2020,494081087,45718064,448363023,39806268,24341391,201225075,18299029
2608909,2020,752890858,66749871,686140987,38226268,72417815,33299551,242501394
2609006,2020,324091597,20866888,303224709,85849027,11681943,88439583,117254156
2609105,2020,184144733,11040624,173104109,40158537,17955386,42849964,72140221
2609154,2020,145439753,3805138,141634615,7112059,3324287,26430327,104767942
2609204,2020,9264264,211784,905248,4679416,2552574,19264302,64028507
2609303,2020,160289865,15592845,14469702,9715472,5650502,57738605,71592442
2609402,2020,759083308,96290364,662792944,66286491,130649903,203909191,261947359
2609501,2020,590818959,51945579,53887338,47496885,134861793,196147608,160367094
2609600,2020,5627058056,63018775,4996870306,3838263,703608282,279780946,1491614301
2609709,2020,373201608,13673647,359527961,188191121,6597492,65414516,99324832
2609808,2020,175355321,9514515,165840806,50946299,826244,33494664,73137403
2609907,2020,711390699,56264123,655126576,52211959,4808481,271329414,283500393
2610004,2020,832184089,87296563,744887525,14952116,28732541,428796046,272406822
2610103,2020,74871299,1470379,7340092,16524714,2275586,14013967,40586652
2610202,2020,208042124,6422204,20161992,16308465,5751891,52101213,127458351
2610301,2020,214127979,8679889,205448091,16578277,97252509,26458667,65158637
2610400,2020,185680753,11294437,174386317,13251001,8465303,50363442,10230657
2610509,2020,23080071,12134318,218666392,17676684,7187737,68928403,124873566
2610608,2020,832245613,41441481,790804132,314373691,43842507,190251937,242335997
2610707,2020,4526572088,489238905,4037333184,13871377,694399259,2069410307,125965224
2610806,2020,212944668,8965806,203978862,43144977,28221632,40253712,92358542
2610905,2020,761268901,72376033,688892867,36805933,66139012,286116533,299831389
2611002,2020,1774561674,47832242,1726729432,65831118,1229630727,248008238,183259349
2611101,2020,6879661027,708386595,6171274432,999359694,75680726,2905548766,1509558713
2611200,2020,89031647,4093324,84938323,4391371,351056,23148706,53887687
2611309,2020,479772273,54930249,424842024,53459895,100907567,146517143,123957419
2611408,2020,263578146,15027936,24855021,50870644,7307844,49572449,75028677
2611507,2020,186005019,8501038,177503981,14997612,6350387,44036311,112119672
2611533,2020,57747175,2111076,55636099,6212658,1627604,14229839,33565998
2611606,2020,50311001536,8854494005,41456507531,57629955,5721618619,28435778929,7241480028
2611705,2020,217390946,9863876,20752707,47051813,9711433,56467546,94296278
2611804,2020,493738519,33142259,46059626,6880531,38921711,142523073,210346166
2611903,2020,309162617,20400361,288762256,53503914,45023791,72852974,117381577
2612000,2020,168388748,7858922,160529827,62866905,5774972,41190907,50697042
2612109,2020,77727181,1639021,7608816,7319802,1784421,13999655,52984282
2612208,2020,969876781,121121819,848754963,27973739,100803,442769063,27720916
2612307,2020,150198022,5216423,144981599,25557199,11122661,31526926,76774813
2612406,2020,21773908,12953655,204785425,23032237,8182226,61067884,112503078
2612455,2020,130967764,5053428,125914336,24179205,362544,27584245,70525445
2612471,2020,126212224,7405733,118806491,8774304,21810745,29534174,58687268
2612505,2020,1549851786,209941154,1339910632,5099625,19164113,682180814,460989062
2612554,2020,109429045,377327,105655775,13128775,4173948,22538471,65814582
2612604,2020,59177271,23918556,567854154,223948479,24222299,11386269,205820685
2612703,2020,117906033,6219904,111686129,6319321,806662,33278284,64021904
2612802,2020,92572196,395059,88621605,5612026,5738491,2234848,54922609
2612901,2020,106077288,2602513,103474775,7407547,259121,19563766,73912252
2613008,2020,1335883635,42765926,1293117709,829435304,42596768,174702314,246383323
2613107,2020,406433834,41844979,364588855,29194681,3967853,126556617,169159027
2613206,2020,264106046,19131177,244974869,5894155,864153,74330777,103061012
2613305,2020,175782198,8180822,167601376,16344048,5891723,45595312,99770293
2613404,2020,251483013,25906619,225576394,12480585,8892953,101622753,102580102
2613503,2020,303735265,19757949,283977316,1717339,16820131,100884367,149099428
2613602,2020,39332883,29444903,363883927,63988807,14658214,137306909,147929997
2613701,2020,1314286063,14015776,1174128304,49752393,124283579,53225982,467832512
2613800,2020,213879782,11833589,202046192,61089709,6451959,52348819,82155706
2613909,2020,1583082074,242486262,1340595812,45865046,112466225,815822635,366441906
2614006,2020,148600885,4718523,143882362,20366379,4060477,31272207,88183299
2614105,2020,360987341,47431947,313555395,15583076,18547964,114496566,164927789
2614204,2020,586992452,38668539,548323913,123080978,7201193,1437447,209486305
2614303,2020,89462791,2654065,86808726,1214593,2117461,19190251,53355085
2614402,2020,4885845,1210774,47647675,5646226,1113944,9702146,3118536
2614501,2020,821966363,82205572,739760791,24842054,70178733,373501339,271238665
2614600,2020,284171343,23571665,260599678,13320556,14344077,103091809,129843236
2614709,2020,15656652,8128579,148437941,38439546,15371034,3392705,60700312
2614808,2020,204058266,8089003,195969263,9778409,25216313,4463036,116344181
2614857,2020,335930879,24938708,310992172,12348518,20998851,156250815,121393987
2615003,2020,291228037,19271675,271956362,8650088,49556565,91914462,121835246
2615102,2020,70058048,2298098,6775995,10710798,2687512,13761052,40600588
2615201,2020,79876446,7819772,72056674,4811743,2544026,17279835,4742107
2615300,2020,673361422,62922472,610438949,25454841,54557911,297880366,232545831
2615409,2020,707404105,73354551,634049554,421781,144676496,283635887,205315391
2615508,2020,137614025,7158441,130455584,22778216,733387,38592045,61751454
2615607,2020,344864844,30110667,314754178,9343799,59766747,120253759,125389872
2615706,2020,146939701,9960614,136979086,9493555,5081351,50756978,71647203
2615805,2020,200472603,8370046,192102556,18661319,6957875,41052133,125431229
2615904,2020,7911409,5271017,73843074,6151018,3186788,26463724,38041543
2616001,2020,221337775,10613557,210724218,29464725,41608076,57846435,81804983
2616100,2020,72259011,2567566,69691445,516515,2739246,17075411,44711639
2616183,2020,74897593,2565036,72332557,4725105,10938423,17065134,39603895
2616209,2020,178813123,11495137,167317986,7086986,8165387,61313405,90752208
2616308,2020,448979792,18831841,430147951,139242948,38594173,95997308,156313522
2616407,2020,4205949182,757493163,3448456019,102982437,1128774844,1632205587,584493151
2616506,2020,136405828,7379566,129026263,11390207,3815495,36947476,76873084
2700102,2020,166659986,5411868,161248118,1689182,7359746,4059449,96402062
2700201,2020,232436118,5404296,227031822,90379913,10366269,42188395,84097245
2700300,2020,5233673656,571889482,4661784174,906092319,442521348,2393971463,919199043
2700409,2020,1077112065,25313488,1051798577,606699797,44729248,181005335,219364196
2700508,2020,204558867,357439,200984477,79439523,5671383,38579676,77293896
2700607,2020,227377897,10126926,21725097,50044296,18897341,100162365,48146968
2700706,2020,190692113,10037466,180654647,21433417,12307128,59448266,87465836
2700805,2020,17919744,1007884,178189556,130862676,347546,16555763,27295657
2700904,2020,116390199,1788677,114601522,47232348,17121559,14643322,35604293
2701001,2020,45051178,20240318,430271462,186489976,40925431,80839543,122016512
2701100,2020,690817916,2278634,688539282,574688739,1048317,46542295,56825078
2701209,2020,115876487,309854,112777947,27821593,4481547,25729971,54744837
2701308,2020,193909807,4756817,189152989,3124613,4798564,44057066,109051229
2701357,2020,61776765,976868,60799897,13037174,1341592,12153403,34267729
2701407,2020,60621674,4686277,55935397,98438514,91263194,124014511,245637751
2701506,2020,91061979,3224637,87837343,13132337,5415021,18622991,50666994
2701605,2020,134879879,4101414,130778465,12938851,3748432,29104655,84986527
2701704,2020,213770922,5064693,208706229,56687016,6352795,51950717,93715701
2701803,2020,70791924,187561,68916314,444303,2259703,16274015,45939566
2701902,2020,135112243,1413191,133699052,83614094,2422919,14421781,33240258
2702009,2020,147469783,2700276,144769506,68179188,349874,25419961,47671617
2702108,2020,368571638,10546636,358025001,184325676,22282671,57487941,93928714
2702207,2020,77816404,117696,76639444,28260598,2137548,12820181,33421116
2702306,2020,173560454,189339947,1546264593,547764848,401705415,337817495,258976836
2702355,2020,316715821,1693152,299784301,77633261,4932827,64156241,108666528
2702405,2020,62332271,34555251,588767458,44872481,55929807,248632633,239332538
2702504,2020,86123991,2719599,83404392,12268817,2658987,17753455,50723133
2702553,2020,127019669,289689,124122779,22089429,4283751,25902654,71846945
2702603,2020,350250947,4055403,346195544,181624921,11322054,44618699,10862987
2702702,2020,126800888,4053863,122747025,69680827,13441366,1675756,22867272
2702801,2020,269940799,258372,267357079,173693351,6663109,2990495,57095669
2702900,2020,482110434,13701381,468409053,177466295,13110849,101028332,176803577
2703007,2020,146438501,2382393,144056107,4802531,4064319,26061501,65904978
2703106,2020,262940915,4924763,258016152,92761329,7258802,49724299,108271721
2703205,2020,438268136,30922102,407346034,164733662,69031186,5980189,113779296
2703304,2020,141571739,5142404,136429335,18677405,3926149,34366886,79458894
2703403,2020,63558398,1154289,62404109,15369693,1968883,11502271,33563262
2703502,2020,153524875,1050411,152474464,102834087,3137377,14498901,32004099
2703601,2020,190123254,5909699,184213555,78749915,5260168,62569935,37633537
2703700,2020,61957312,1175012,607823,19360596,1496899,10134769,29790035
2703759,2020,283288442,620097,277087472,173957076,14961721,28170772,59997903
2703809,2020,338476287,3820476,33465581,182021765,7869174,41249655,103515217
2703908,2020,44245238,882143,43363094,10502446,1521654,8459098,22879896
2704005,2020,425619576,9618185,416001391,197529513,21479733,80673433,116318712
2704104,2020,239907654,438413,235523524,95818513,10236139,40563743,88905129
2704203,2020,54160837,25416531,516191839,272140368,27961539,77415983,138673949
2704302,2020,2287275576,3198192857,19674562903,216129245,3328945134,12389121621,3740366903
2704401,2020,208850553,6977097,201873457,56673491,7105096,51191761,86903108
2704500,2020,722599985,28461812,694138173,277825792,25721052,241025797,149565533
2704609,2020,7983361,2467437,77366174,16741917,2466537,17996654,40161066
2704708,2020,2835699856,740587456,2095112401,12924942,104447213,639809886,281580964
2704807,2020,163136176,7565896,15557028,3096478,518265,62525042,56897807
2704906,2020,54831385,2367263,52464122,1371035,1782048,1720176,19769964
2705002,2020,307996306,5493147,302503158,130658853,6904091,49755316,115184898
2705101,2020,312880793,23874015,289006778,6378928,45176675,7587382,104167002
2705200,2020,17558121,6874592,168706618,36123763,24453717,37559662,70569476
2705309,2020,60547245,144314,59104106,19715004,1533983,10680561,27174557
2705408,2020,71505171,3672485,67832686,5990439,781034,14870535,39161372
2705507,2020,423387037,12099848,411287189,202963601,20105665,73220163,11499776
2705606,2020,182701437,3455107,17924633,82235471,4215843,31778974,61016042
2705705,2020,229413074,19113348,210299726,14376421,13310888,93370348,89242069
2705804,2020,8141472,2696524,78718196,9368107,2859539,19136763,47353787
2705903,2020,59873169,1232635,58640533,17871367,151276,9198369,30058038
2706000,2020,92094021,341701,8867701,10660564,3004643,22527141,52484663
2706109,2020,94348175,3198061,91150114,10274911,5012324,22045876,53817003
2706208,2020,38730139,62726,38102879,2194475,1452571,7560526,26895306
2706307,2020,997068782,65833118,931235664,117273073,78719578,411288881,323954131
2706406,2020,231339302,9119044,222220258,38689756,13337875,56682905,113509722
2706422,2020,119537621,2476294,117061327,42001873,4697481,18992307,51369665
2706448,2020,180547627,6641389,173906238,28914311,2746586,53735601,63790466
2706505,2020,273481774,4307591,269174184,134815154,7457812,42368145,84533072
2706604,2020,86049922,194528,84104642,2694585,3145839,14838882,39174071
2706703,2020,826573609,38447853,788125756,172222769,36264313,316282947,263355727
2706802,2020,403826218,8576158,39525006,248001883,11925606,56685682,78636888
2706901,2020,557175964,41586924,51558904,67519781,82530782,162784698,20275378
2707008,2020,44144253,480079,43664174,16526071,840351,5693236,20604516
2707107,2020,296792038,12203201,284588838,62420133,13567475,82510265,126090964
2707206,2020,107354287,2290638,105063648,16754519,2777669,2008107,65450391
2707305,2020,341389421,18008911,32338051,79115454,33665775,97257627,113341654
2707404,2020,231350742,4209005,227141737,126200787,797706,41523004,51440887
2707503,2020,221237535,8187975,213049559,68576791,541346,47024749,9203456
2707602,2020,173899915,3581384,170318531,84024748,6848469,23916661,55528653
2707701,2020,1311045987,201841997,1109203989,48592708,213109526,509107707,338394049
2707800,2020,157727401,2030729,155696672,89381526,2928529,21441584,41945033
2707909,2020,194038739,41845789,15219295,1889453,55918018,37821738,39558665
2708006,2020,575684903,52207107,523477796,27852368,28754212,289394808,177476407
2708105,2020,1379720332,365189,1376068442,1210893753,20265231,86870504,58038954
2708204,2020,108439055,3512039,104927016,47877238,6945473,1266835,37435955
2708303,2020,41372625,4569355,3680327,92908717,102783536,74993956,97346492
2708402,2020,283921991,9894501,27402749,331812,20930505,69295581,150620206
2708501,2020,766118894,77261685,688857209,242846699,175989656,122475595,147545258
2708600,2020,992620732,66220507,926400225,98193402,205651127,331461965,291093731
2708709,2020,176045994,4056004,171989989,70873461,5269107,54864695,40982726
2708808,2020,670596574,15202564,65539401,348725708,15236248,143987464,147444591
2708907,2020,203612364,15906514,18770585,5245172,33821842,75845156,72793679
2708956,2020,101817915,2536546,99281369,12250852,2308166,19519661,65202691
2709004,2020,79166925,11681,77998825,30741326,1722773,12017546,3351718
2709103,2020,380127968,11016533,369111435,199781571,10340631,68697086,90292147
2709152,2020,784584439,22446755,762137684,369264677,29974338,147255583,215643085
2709202,2020,26237365,5485584,256888065,87506635,10139803,33979291,125262336
2709301,2020,1283499733,49148746,1234350986,590138176,35061312,298968483,310183016
2709400,2020,481429146,11305505,470123641,207732148,21988571,106389985,134012937
2800100,2020,33737504,1610687,32126816,1419847,3880368,6084836,20741765
2800209,2020,261808893,13541856,248267037,4177367,1323123,7768407,115578066
2800308,2020,16447105178,1976229517,14470875662,3914177,2055772,9198344894,321284459
2800407,2020,122778608,5858211,116920397,29030404,6014,24725302,57150691
2800506,2020,231211152,14349145,216862007,46882317,1273904,57359325,99881326
2800605,2020,1113778061,177073471,93670459,3238671,537161447,19372117,202583301
2800670,2020,303558481,24685478,278873003,25209503,12260475,104505538,136897487
2800704,2020,9223192,4080147,88151773,15073335,3949814,18698207,50430418
2801009,2020,229423853,13357916,216065937,17851148,31506436,70577529,96130824
2801108,2020,65002544,2825463,62177081,21222218,3150406,10513101,27291357
2801207,2020,3161604333,23108087,3138496246,25091227,2787085869,129776248,196542902
2801306,2020,355620671,17719913,337900758,27650917,18207786,105429282,186612772
2801405,2020,423278409,33613751,389664659,127888458,24924206,116572406,120279589
2801504,2020,376993802,32898968,344094835,3576415,113282657,96385601,130850161
2801603,2020,57568573,2414813,55153759,3129365,3130591,16325362,32568441
2801702,2020,225020951,12963805,212057147,36853862,13432064,54696318,107074902
2801900,2020,58743204,3276793,55466412,17962699,2824663,1099141,2368764
2802007,2020,120170545,3635312,116535233,6221154,45992731,23767685,40553663
2802106,2020,2066404385,395212945,167119144,76615008,625547323,592392537,376636572
2802205,2020,93813612,6203366,87610246,28717615,648709,17751194,34654347
2802304,2020,320615827,31424745,289191081,77930517,45013113,83156818,83090633
2802403,2020,13675858,7536066,129222514,36131957,7199622,2354295,62347985
2802502,2020,36504155,893856,35610299,99776,195324,7597972,25061326
2802601,2020,84741754,4948575,7979318,2817636,391765,16084104,31615065
2802700,2020,85964542,3485104,82479438,7469059,3821008,21627605,49561767
2802809,2020,203743794,961953,194124264,43564788,5511092,40530792,104517593
2802908,2020,1913873309,234442812,1679430497,174635589,133414864,893480973,477899071
2803005,2020,471154624,29987197,441167428,53699372,390843,145485507,202898249
2803104,2020,66003804,3889732,62114071,11951046,4533215,15539355,30090455
2803203,2020,86428296,152722172,711560788,49066237,259501973,209023862,193968715
2803302,2020,380291692,17182865,363108826,43044449,120252323,84921023,114891032
2803401,2020,191959784,10154319,181805465,53366455,7865631,45188877,75384502
2803500,2020,1634264492,16953372,1464730772,11318293,230106962,600969354,520471526
2803609,2020,666530394,99859804,56667059,25308856,183251459,173138647,184971628
2803708,2020,86848643,4951335,81897307,16973394,4578899,20678905,39666109
2803807,2020,46927968,2661844,44266124,1857034,2569434,14596298,25243358
2803906,2020,172061384,7201994,16485939,60459515,6220059,34009148,64170668
2804003,2020,347420514,45044088,302376427,11819024,98499959,86662187,105395257
2804102,2020,222054007,1221588,209838128,10605108,7375607,39860903,56550537
2804201,2020,190719702,13474849,177244853,33163089,9810551,51384837,82886375
2804300,2020,9109706,4152533,86944526,8020003,10640639,24868474,4341541
2804409,2020,278433317,23449032,254984284,58575184,20208189,79153277,97047635
2804458,2020,107700292,684367,100856622,24451519,8650867,23066455,44687782
2804508,2020,699385641,74525742,6248599,88640151,72532548,274096148,189591054
2804607,2020,390194438,33262485,356931953,36606437,46842062,128370291,145113163
2804706,2020,76431425,4202074,72229351,12826589,339202,21412073,34598669
2804805,2020,27738935,394295181,2379598319,9391477,467582253,1019014106,883610482
2804904,2020,205532454,15745173,189787281,32031268,30746121,35561507,91448386
2805000,2020,51907007,2498254,49408753,1770183,1786826,8320473,21599625
2805109,2020,90062952,4000955,86061998,717256,2609675,23798398,52481365
2805208,2020,92712111,5476279,87235832,26759413,3494325,19095385,3788671
2805307,2020,127540793,4770255,122770538,7780961,21848835,31121167,62019575
2805406,2020,364635152,22219148,342416004,6788691,24534499,75105595,174889
2805505,2020,337889515,31458386,306431129,51019017,30253039,10423871,120920363
2805604,2020,311792679,18967159,29282552,49872211,25039652,73587301,144326356
2805703,2020,528744837,63985018,464759819,13933723,61072977,239300865,150452254
2805802,2020,307687343,13226562,294460781,128328158,956644,4695964,109606544
2805901,2020,173349543,2408281,149266732,11003689,38623655,40051801,59587587
2806008,2020,306386202,3476635,271619852,32400623,30437449,109048541,9973324
2806107,2020,350190386,39206778,310983608,5902835,154151438,65977684,84951651
2806206,2020,19062112,1067401,17994711,23119715,10918814,49652897,96255684
2806305,2020,166743147,6713265,160029882,45853254,457727,28688071,80911288
2806404,2020,90381645,3223508,87158137,19078089,3677764,18182636,46219648
2806503,2020,48841217,1462299,47378919,6303829,2046003,9045966,2998312
2806602,2020,138552522,5205936,133346586,15492108,16340353,31349201,70164924
2806701,2020,952352974,73327607,879025366,32216715,111673016,326137014,408998622
2806800,2020,114077161,6938881,107138281,6150986,13532358,28227239,59227698
2806909,2020,41879923,1453855,40426068,2759211,1538093,9196598,26932167
2807006,2020,44875016,2361034,42513982,6597097,2884779,8695141,24336966
2807105,2020,720278311,76228831,64404948,136301532,87272051,218656665,201819233
2807204,2020,13411845,5003712,129114738,9055172,33619338,28819064,57621164
2807303,2020,39875183,1256795,38618388,5363486,1945717,7692406,2361678
2807402,2020,608119919,49408108,558711811,24541233,35932972,245830223,252407384
2807501,2020,13951912,5625202,133893918,21739674,533735,3024155,76575343
2807600,2020,351277603,2578451,325493093,30314757,15884232,144494303,134799801
2900108,2020,67365264,2537364,648279,4407708,5464285,20072279,34883628
2900207,2020,172535759,10477118,162058641,20683054,7964316,51767348,81643923
2900306,2020,137425008,4739796,132685213,22818643,5896274,43055713,60914582
2900355,2020,305106038,638259,298723448,16482647,9880899,52591171,71424908
2900405,2020,143084454,4644668,138439785,2615923,8463884,30348422,7346825
2900504,2020,7273973,2458829,70280902,5939586,3197686,19117421,42026209
2900603,2020,4686131,1106593,45754717,10500325,2021088,9873256,23360049
2900702,2020,4454314418,945518474,3508795944,98634938,1060995814,1746051624,603113567
2900801,2020,305795093,1875485,287040242,74346916,23850472,92113215,96729639
2900900,2020,58471718,1466508,5700521,13828251,245845,13533448,27185061
2901007,2020,417072915,35326782,381746133,24873346,35814711,185829606,13522847
2901106,2020,366458625,43933674,32252495,40658277,42647614,13719763,102021429
2901155,2020,14810917,6758014,141351155,37307081,8925664,33469076,61649334
2901205,2020,19829103,1102154,18726949,19014034,11048942,70142901,87063613
2901304,2020,117331851,5132281,11219957,9733104,4579791,37777949,60108727
2901353,2020,203249326,7253141,195996186,9472059,63051624,563569,67115603
2901403,2020,159587258,4881178,15470608,45951099,614551,44109352,58500118
2901502,2020,78343464,3550413,74793051,42033,3586762,22488364,44514626
2901601,2020,143066759,6871453,136195307,20632926,7094665,41455037,6701268
2901700,2020,109893884,9702227,100191657,7284535,4565065,38079021,50263035
2901809,2020,80543426,300388,77539546,5436665,3877902,21568171,46656808
2901908,2020,139547465,4291735,13525573,20046914,6342187,34860618,74006011
2901957,2020,68734329,206487,66669459,12017152,2908179,16766023,34978105
2902005,2020,125211576,5015664,120195912,30228806,5133506,31358019,53475581
2902054,2020,206292498,7251087,199041411,9731915,77544525,50495148,61269823
2902104,2020,467388934,19177397,448211537,66529157,29208077,144701238,207773065
2902203,2020,98891814,5829045,93062769,8399543,16795843,23678876,44188508
2902252,2020,99799956,2529791,97270165,21446116,3999051,20491903,51333096
2902302,2020,74609133,2513044,72096089,15263897,2673297,18442172,35716724
2902401,2020,120705359,4095503,116609856,24307022,7713315,27125099,5746442
2902500,2020,233204096,5875793,227328303,110000652,7067574,49825111,60434966
2902609,2020,16680858,6874072,159934508,20613466,7765587,54217943,77337511
2902658,2020,103194395,3694013,99500381,15256397,411453,25291266,54838188
2902708,2020,434740658,16737647,418003011,39834843,39227721,132799429,206141018
2902807,2020,317454915,16835918,300618997,85487435,11319924,124512092,79299545
2902906,2020,524830415,25019893,499810521,205471637,36659157,129857243,127822484
2903003,2020,102858178,3846652,99011526,7750713,4570042,37648443,49042328
2903102,2020,67757882,168588,66072002,21037369,3074365,1393236,28027909
2903201,2020,613720421,540158542,5597045668,1761538179,810786318,2377092881,64762829
2903235,2020,106674518,4391019,102283499,13245338,4821286,28532447,55684428
2903276,2020,319415644,6965786,312449859,13088684,171843693,69637779,57879703
2903300,2020,68795329,159286,67202469,19381555,2169455,15024411,30627049
2903409,2020,334868392,17140424,317727968,74158499,24727775,108393032,110448662
2903508,2020,15531109,9101401,146209689,11503324,5981587,58766755,69958022
2903607,2020,139913059,8950962,130962097,13985085,11246539,328675,72862973
2903706,2020,105774226,4226866,10154736,12544522,4647486,28451617,55903734
2903805,2020,141046608,5190807,1358558,23521454,6536262,33896045,7190204
2903904,2020,1135496352,83493004,1052003348,213074494,185336377,390558438,263034039
2903953,2020,69655588,2407018,6724857,5608098,2519347,17539468,41581657
2904001,2020,105742325,4887661,100854664,7395529,4701938,32724375,56032822
2904050,2020,224301085,9132002,215169083,7746059,16967077,52146992,68594425
2904100,2020,180894067,6434147,17445992,15434248,11925441,55941054,91159176
2904209,2020,10681091,4204755,102606155,1149716,4084738,37196492,49827765
2904308,2020,133116132,8778854,124337278,11573491,6150149,43893474,62720164
2904407,2020,107127958,4155748,102972211,36992841,3008263,24164816,38806291
2904506,2020,86289848,4694161,81595687,547549,4076359,26504716,45539122
2904605,2020,1557427538,100379336,1457048201,4417304,662894467,517497136,232483559
2904704,2020,205890139,20113709,18577643,21662249,7508314,87095016,69510851
2904753,2020,141554089,6580562,134973527,16808004,4147905,37088293,76929325
2904803,2020,74798254,2341826,72456428,2040733,2843628,16166672,33038799
2904852,2020,167712366,4727477,162984889,19674528,3417687,3527344,7386005
2904902,2020,453926889,37748861,416178027,29213322,89700921,175468854,12179493
2905008,2020,31517013,50549775,264620355,12054663,21548979,147340369,83676345
2905107,2020,90548717,2631087,8791763,19484258,4537009,21295551,42600812
2905156,2020,98629642,3286732,9534291,8120284,5092679,24541699,57588248
2905206,2020,916292367,60830432,855461935,23559961,360644938,269203839,202053198
2905305,2020,192515757,9384297,18313146,28221522,18907441,55281934,80720564
2905404,2020,655331745,147235,640608245,20108511,298325054,227403358,94771322
2905503,2020,94026066,3557348,90468718,555902,4343761,26319024,54246914
2905602,2020,332257933,19641357,312616576,28407741,19694166,127351431,137163237
2905701,2020,25697266431,6390140976,19307125455,17891075,10382610188,752824915,1378375042
2905800,2020,39180886,30081904,361726957,71718761,18100098,131092703,140815395
2905909,2020,273624646,14640477,258984169,36537276,21480759,84991486,115974647
2906006,2020,1316997259,83399832,1233597428,76812953,58882509,289276245,27868314
2906105,2020,76177235,2512409,73664826,10897932,4908321,18569532,3928904
2906204,2020,22654991,11847955,214701955,42872018,1220441,66542,93083526
2906303,2020,366433479,17223935,349209545,88549853,18408557,11702114,125229995
2906402,2020,64680638,1673325,63007313,10507917,2925443,15439764,34134189
2906501,2020,4921774305,924048731,3997725574,15198153,1541335319,1997062664,444129437
2906600,2020,131084537,6323129,124761407,21962444,6707933,41833278,54257753
2906709,2020,225249164,1481411,210435054,10029865,10315809,86672497,103416882
2906808,2020,309622168,13721245,295900923,34309111,12868453,99572161,149151198
2906824,2020,142998599,6357006,136641593,28797075,6606681,40747238,604906
2906857,2020,126705155,6788609,119916545,21532981,14153253,34026548,50203763
2906873,2020,496973432,62499326,434474106,11717373,26920758,275633772,120202203
2906899,2020,81633248,4448938,7718431,11698329,4719632,22988631,37777718
2906907,2020,384962665,21060317,363902348,124948111,160364,12517927,97738568
2907004,2020,99894943,4907749,94987194,6159943,1958828,25691178,43547793
2907103,2020,259373077,11699481,247673596,54582951,8876689,80254745,103959211
2907202,2020,814453827,54650878,759802948,146899516,98350055,226987113,287566264
2907301,2020,289851233,21718441,268132792,17994415,38524888,111006539,100606951
2907400,2020,66471644,8746233,57725411,6957583,2635784,31777685,16354359
2907509,2020,604876897,58256172,546620724,8399215,79187169,262001361,197032979
2907558,2020,702772,2243118,68034082,9990911,3275732,16834099,3793334
2907608,2020,148977928,10660795,138317133,6849416,8733331,54284849,68449538
2907707,2020,95780129,3385224,92394905,8351372,539593,25610762,53036841
2907806,2020,337751915,19666053,318085862,40419789,14936665,133040811,129688597
2907905,2020,14841466,8205636,140209024,5151637,6800469,55546145,72710773
2908002,2020,182247087,7595913,174651174,16227885,9829577,68658595,79935117
2908101,2020,380269432,23821749,356447683,176557865,27043334,74237116,78609369
2908200,2020,315176996,28830979,286346016,30442717,74147306,90054792,91701201
2908309,2020,183030314,12215151,170815162,17639058,16982929,67809943,68383233
2908408,2020,760903266,65964156,69493911,35033837,110229683,327138831,222536759
2908507,2020,2340926889,70012988,1640797009,41518492,1020299159,438254591,140724768
2908606,2020,262956491,13310559,249645932,37418937,20698583,75644446,115883966
2908705,2020,165471102,9096549,156374553,11124559,9389314,62208237,73652444
2908804,2020,4374253,2008451,4173408,7138184,2082211,1265389,19859795
2908903,2020,2043813,11200734,193180566,1743719,17611013,64525216,93607147
2909000,2020,65900502,2752123,6314838,5111506,3515858,19379543,35141473
2909109,2020,153770696,8541281,145229415,42160689,5445224,42397401,55226101
2909208,2020,173421433,5360053,16806138,35226312,628938,43646897,82898791
2909307,2020,2398296675,16511361,2233183065,1394606264,9107863,570604185,176893986
2909406,2020,150929782,4794132,14613565,46227022,5571827,32259427,62077373
2909505,2020,44161536,1884167,42277368,4237903,2296702,11527938,24214825
2909604,2020,181881897,7050703,174831194,27464365,7523064,51564814,88278951
2909703,2020,138215035,8745139,129469896,21513857,4981602,44296543,58677894
2909802,2020,945176334,104691677,840484657,15775592,89042743,502141832,233524489
2909901,2020,330177846,21617513,308560333,56806746,19385219,91577611,140790757
2910008,2020,114835321,330898,111526341,21631229,3897861,28055648,57941604
2910057,2020,2856727639,342412406,2514315233,3041595,1505840513,70323278,302200345
2910107,2020,130012565,8067453,121945113,25692518,5186266,39943855,51122473
2910206,2020,40774179,1336608,39437572,5564154,239417,11955748,19523499
